neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Wexford/Maryvale,43.73795,-79.30624,Private room,60,3,4,365
Little Portugal,43.65186,-79.4277,Entire home/apt,79,2,31,71
Stonegate-Queensway,43.631409999999995,-79.49152,Entire home/apt,295,2,10,17
Niagara,43.635870000000004,-79.40158000000001,Entire home/apt,200,2,7,0
North Riverdale,43.674170000000004,-79.35521,Entire home/apt,90,3,6,75
Dovercourt-Wallace Emerson-Junction,43.66446,-79.42729,Shared room,37,1,22,0
Waterfront Communities-The Island,43.643409999999996,-79.3891,Entire home/apt,299,1,68,107
Rouge,43.79419,-79.12859,Private room,50,1,0,337
Annex,43.67103,-79.38814,Entire home/apt,159,1,19,313
Waterfront Communities-The Island,43.64678,-79.3766,Entire home/apt,150,2,7,0
Waterfront Communities-The Island,43.642179999999996,-79.38219000000001,Entire home/apt,124,1,17,174
Greenwood-Coxwell,43.66387,-79.32726,Entire home/apt,89,1,86,105
South Riverdale,43.66387,-79.32762,Entire home/apt,128,1,73,103
Trinity-Bellwoods,43.64823,-79.42065,Entire home/apt,249,2,3,17
High Park North,43.65546,-79.46333,Entire home/apt,177,3,4,354
Greenwood-Coxwell,43.6634,-79.32551,Entire home/apt,109,1,72,103
Waterfront Communities-The Island,43.64246,-79.38061,Entire home/apt,150,1,5,224
Regent Park,43.66012,-79.35687,Private room,57,1,26,134
Waterfront Communities-The Island,43.64674,-79.39228,Entire home/apt,95,2,4,0
Maple Leaf,43.721509999999995,-79.47711,Private room,25,1,0,42
Waterfront Communities-The Island,43.64213,-79.38228000000001,Entire home/apt,97,1,6,57
Woodbine Corridor,43.68428,-79.31834,Private room,26,7,4,99
Church-Yonge Corridor,43.663470000000004,-79.38119,Entire home/apt,119,1,36,192
Bay Street Corridor,43.65764,-79.3852,Entire home/apt,189,3,5,27
Mount Pleasant West,43.7076,-79.39369,Entire home/apt,159,2,23,326
Waterfront Communities-The Island,43.64227,-79.38077,Entire home/apt,150,1,3,318
Dovercourt-Wallace Emerson-Junction,43.66605,-79.44723,Private room,60,2,2,0
Stonegate-Queensway,43.638220000000004,-79.50802,Entire home/apt,45,2,3,0
Waterfront Communities-The Island,43.638259999999995,-79.39955,Entire home/apt,101,1,61,113
Parkwoods-Donalda,43.76239,-79.31995,Private room,45,2,0,125
Bay Street Corridor,43.64799,-79.37919000000001,Private room,75,2,13,0
The Beaches,43.67895,-79.2909,Entire home/apt,53,2,12,81
Waterfront Communities-The Island,43.638009999999994,-79.39713,Entire home/apt,279,1,0,63
Corso Italia-Davenport,43.681000000000004,-79.44915999999999,Private room,30,1,0,256
High Park North,43.65383,-79.46486,Private room,52,1,10,91
Annex,43.66798,-79.4201,Entire home/apt,148,1,2,3
Waterfront Communities-The Island,43.644490000000005,-79.39097,Entire home/apt,97,1,8,59
Parkwoods-Donalda,43.75148,-79.33383,Entire home/apt,199,2,24,87
Waterfront Communities-The Island,43.64307,-79.39025,Entire home/apt,101,1,65,137
Annex,43.66827,-79.40590999999999,Entire home/apt,180,3,0,0
Bay Street Corridor,43.647040000000004,-79.37781,Private room,56,2,18,48
Palmerston-Little Italy,43.655159999999995,-79.41909,Entire home/apt,130,3,5,313
Niagara,43.6368,-79.40283000000001,Entire home/apt,119,1,40,350
Niagara,43.64067,-79.4134,Entire home/apt,101,2,32,231
Roncesvalles,43.65462,-79.45170999999999,Private room,48,2,20,145
Junction Area,43.67262,-79.47338,Private room,49,1,49,31
High Park-Swansea,43.6549,-79.45285,Entire home/apt,199,2,13,329
Humber Heights-Westmount,43.69556,-79.51626999999999,Entire home/apt,60,1,19,259
Annex,43.671890000000005,-79.40159,Entire home/apt,62,2,1,12
Dovercourt-Wallace Emerson-Junction,43.662859999999995,-79.42629000000001,Private room,56,1,4,0
Annex,43.67538,-79.39327,Entire home/apt,101,3,7,0
Rockcliffe-Smythe,43.68063,-79.48419,Private room,28,2,3,0
Lawrence Park North,43.73353,-79.40789000000001,Entire home/apt,211,2,31,350
Casa Loma,43.68619,-79.40774,Entire home/apt,90,2,27,145
Mount Pleasant West,43.70496,-79.39699,Entire home/apt,155,30,1,365
Roncesvalles,43.65338,-79.45129,Private room,78,2,10,155
Mount Pleasant East,43.70326,-79.38707,Entire home/apt,105,2,28,11
New Toronto,43.59929,-79.50990999999999,Private room,70,1,0,0
Palmerston-Little Italy,43.66451,-79.41345,Private room,34,6,2,0
Roncesvalles,43.65445,-79.45178,Private room,78,2,8,154
Waterfront Communities-The Island,43.6411,-79.38266999999999,Entire home/apt,135,1,39,11
Palmerston-Little Italy,43.656209999999994,-79.41281,Private room,70,2,12,12
Newtonbrook West,43.78141,-79.41973,Entire home/apt,146,1,39,202
Annex,43.67075,-79.39325,Hotel room,99,1,25,0
Waterfront Communities-The Island,43.64099,-79.4009,Entire home/apt,119,1,65,82
Kensington-Chinatown,43.654270000000004,-79.39577,Entire home/apt,253,1,16,237
Waterfront Communities-The Island,43.64305,-79.38216,Entire home/apt,199,1,6,61
Waterfront Communities-The Island,43.6494,-79.39223,Private room,101,3,11,60
Waterfront Communities-The Island,43.64663,-79.37539,Entire home/apt,200,2,3,0
High Park North,43.65513,-79.46673,Private room,52,1,13,88
Wychwood,43.67383,-79.42796,Private room,40,1,3,353
Don Valley Village,43.78308,-79.34955,Private room,77,1,9,179
Kingsview Village-The Westway,43.69527,-79.5528,Entire home/apt,101,30,0,152
Waterfront Communities-The Island,43.64723,-79.39335,Entire home/apt,200,1,84,160
Waterfront Communities-The Island,43.64257,-79.37754,Private room,121,15,0,0
Church-Yonge Corridor,43.65204,-79.37447,Entire home/apt,185,89,0,196
York University Heights,43.753809999999994,-79.46385,Private room,56,30,0,365
Niagara,43.63609,-79.40503000000001,Entire home/apt,211,1,38,295
Waterfront Communities-The Island,43.644529999999996,-79.38963000000001,Entire home/apt,90,1,13,17
Church-Yonge Corridor,43.65987,-79.37913,Private room,101,2,69,331
Dovercourt-Wallace Emerson-Junction,43.65882,-79.44715,Private room,56,1,34,62
Mimico (includes Humber Bay Shores),43.62859,-79.47731999999999,Entire home/apt,150,180,1,165
Lansing-Westgate,43.75899999999999,-79.42560999999999,Private room,45,3,6,258
Annex,43.670590000000004,-79.39361,Entire home/apt,85,1,56,83
Waterfront Communities-The Island,43.64614,-79.4004,Entire home/apt,249,1,91,17
Dovercourt-Wallace Emerson-Junction,43.65879,-79.44095,Private room,45,2,13,153
Dovercourt-Wallace Emerson-Junction,43.66061,-79.43935,Private room,60,2,5,103
Dufferin Grove,43.65695,-79.44643,Private room,49,2,3,71
Little Portugal,43.652840000000005,-79.42914,Entire home/apt,135,4,2,258
Waterfront Communities-The Island,43.6465,-79.39971,Entire home/apt,99,3,27,61
West Humber-Clairville,43.75424,-79.60580999999999,Entire home/apt,60,1,5,133
Palmerston-Little Italy,43.659240000000004,-79.40975999999999,Entire home/apt,124,2,30,153
Clanton Park,43.73912,-79.43796,Entire home/apt,75,1,18,216
Henry Farm,43.77472,-79.33627,Entire home/apt,121,1,3,41
Bay Street Corridor,43.66215,-79.38709,Entire home/apt,89,1,59,39
York University Heights,43.768609999999995,-79.49774000000001,Private room,42,3,0,358
Keelesdale-Eglinton West,43.69064,-79.4686,Private room,75,1,0,116
Bridle Path-Sunnybrook-York Mills,43.714240000000004,-79.37954,Private room,30,3,3,141
Willowdale East,43.78066,-79.40791,Private room,34,1,2,317
Cabbagetown-South St.James Town,43.66256,-79.37614,Entire home/apt,89,2,3,11
Westminster-Branson,43.78796,-79.44814000000001,Private room,60,1,0,315
Waterfront Communities-The Island,43.64443,-79.40049,Entire home/apt,189,1,4,78
Cliffcrest,43.72524,-79.24197,Private room,30,1,4,359
Lawrence Park North,43.72376,-79.41354,Private room,50,28,3,286
Oakwood Village,43.69255,-79.43984,Shared room,23,1,44,0
Kensington-Chinatown,43.65034,-79.40329,Entire home/apt,95,14,5,0
Niagara,43.63924,-79.41505,Entire home/apt,90,1,52,196
Taylor-Massey,43.69567,-79.29182,Private room,150,1,0,179
Bay Street Corridor,43.6667,-79.39033,Entire home/apt,79,1,1,0
Yorkdale-Glen Park,43.71606,-79.45408,Private room,89,2,0,179
Trinity-Bellwoods,43.65018,-79.41005,Private room,89,2,7,0
Waterfront Communities-The Island,43.63989,-79.39851999999999,Entire home/apt,124,2,21,150
Waterfront Communities-The Island,43.63814,-79.39811999999999,Entire home/apt,199,1,63,162
Glenfield-Jane Heights,43.74378,-79.52094,Private room,32,1,72,6
Waterfront Communities-The Island,43.6435,-79.38248,Entire home/apt,94,1,39,78
Waterfront Communities-The Island,43.6437,-79.3989,Entire home/apt,189,30,4,362
Highland Creek,43.79101,-79.17126999999999,Private room,65,1,22,303
Bay Street Corridor,43.66876,-79.38959,Entire home/apt,158,4,3,1
Annex,43.67053,-79.39350999999999,Entire home/apt,219,1,0,362
Annex,43.66922,-79.3935,Entire home/apt,209,1,0,365
Regent Park,43.659909999999996,-79.36221,Entire home/apt,99,3,39,194
Centennial Scarborough,43.7782,-79.13609,Entire home/apt,140,1,85,55
Bridle Path-Sunnybrook-York Mills,43.714659999999995,-79.37921,Private room,40,3,2,141
Bridle Path-Sunnybrook-York Mills,43.71451,-79.37935999999999,Private room,40,3,1,141
Bridle Path-Sunnybrook-York Mills,43.71312,-79.37844,Private room,50,1,3,141
Bay Street Corridor,43.65981,-79.38269,Entire home/apt,189,2,32,350
North Riverdale,43.6678,-79.34725,Private room,65,1,0,0
Regent Park,43.661,-79.36375,Entire home/apt,110,2,2,14
Greenwood-Coxwell,43.67405,-79.32089,Entire home/apt,65,2,9,57
High Park-Swansea,43.64506,-79.45168000000001,Entire home/apt,101,1,5,8
Annex,43.67625,-79.40052,Entire home/apt,121,2,4,42
Wychwood,43.67285,-79.42593000000001,Entire home/apt,155,1,5,180
Dufferin Grove,43.65824,-79.42938000000001,Entire home/apt,140,2,11,5
Waterfront Communities-The Island,43.64134,-79.38133,Entire home/apt,249,2,36,348
Bayview Village,43.773559999999996,-79.37451999999999,Entire home/apt,290,2,3,0
Willowdale West,43.773999999999994,-79.42749,Entire home/apt,79,1,40,50
Waterfront Communities-The Island,43.64181,-79.39265,Private room,101,1,3,138
East End-Danforth,43.6905,-79.29534,Entire home/apt,69,13,6,132
Little Portugal,43.64877,-79.43023000000001,Entire home/apt,101,2,22,59
Waterfront Communities-The Island,43.641709999999996,-79.38332,Entire home/apt,250,1,7,0
Islington-City Centre West,43.619890000000005,-79.52078,Private room,56,2,0,0
Bay Street Corridor,43.65528,-79.38465,Entire home/apt,150,1,13,0
Forest Hill North,43.70397,-79.42506999999999,Private room,25,30,2,349
Waterfront Communities-The Island,43.64301,-79.38383,Entire home/apt,143,1,44,62
Mimico (includes Humber Bay Shores),43.62407,-79.48207,Entire home/apt,101,2,28,258
Moss Park,43.6593,-79.37368000000001,Entire home/apt,99,2,7,353
Palmerston-Little Italy,43.660540000000005,-79.41761,Entire home/apt,250,2,14,0
Malvern,43.79031,-79.23191,Private room,25,2,4,225
Birchcliffe-Cliffside,43.70176,-79.25741,Private room,60,2,19,336
Kensington-Chinatown,43.65189,-79.40584,Private room,65,2,35,42
Kensington-Chinatown,43.65153,-79.39978,Entire home/apt,81,1,41,78
Waterfront Communities-The Island,43.64974,-79.35768,Entire home/apt,121,1,0,0
Church-Yonge Corridor,43.65895,-79.38136999999999,Shared room,86,3,6,0
Bayview Woods-Steeles,43.803020000000004,-79.3883,Entire home/apt,175,2,10,165
Bayview Village,43.77037,-79.38869,Entire home/apt,111,1,10,2
Wychwood,43.67985,-79.42698,Entire home/apt,101,2,53,1
Kensington-Chinatown,43.651740000000004,-79.39551,Private room,48,1,41,102
Kensington-Chinatown,43.65269,-79.3939,Private room,38,1,26,102
Clanton Park,43.75179,-79.45527,Private room,40,2,3,0
Wexford/Maryvale,43.74763,-79.30686999999999,Entire home/apt,20,1,1,0
Bay Street Corridor,43.6643,-79.38471,Entire home/apt,150,3,14,106
Waterfront Communities-The Island,43.6414,-79.38116,Private room,75,1,47,0
High Park North,43.65551,-79.45936999999999,Entire home/apt,229,2,9,321
High Park North,43.65468,-79.46283000000001,Entire home/apt,134,3,6,358
Little Portugal,43.642590000000006,-79.42499000000001,Entire home/apt,160,1,33,316
Niagara,43.63917,-79.41462,Entire home/apt,144,2,26,155
Woodbine-Lumsden,43.69365,-79.31408,Private room,33,2,5,132
Moss Park,43.65755,-79.36955999999999,Entire home/apt,115,3,12,349
Junction Area,43.6713,-79.47378,Private room,44,1,57,38
Dorset Park,43.74067,-79.28081999999999,Entire home/apt,110,3,2,365
Glenfield-Jane Heights,43.74062,-79.50108,Private room,29,1,22,230
Church-Yonge Corridor,43.65484,-79.37824,Entire home/apt,150,5,12,116
Mount Pleasant West,43.70865,-79.39548,Entire home/apt,193,30,1,362
Annex,43.67142,-79.38774000000001,Entire home/apt,79,2,20,42
Old East York,43.69528,-79.34728,Entire home/apt,106,2,4,301
Greenwood-Coxwell,43.66705,-79.31806,Entire home/apt,160,1,7,360
Kensington-Chinatown,43.6512,-79.39438,Private room,48,1,42,105
L'Amoreaux,43.79071,-79.32973,Private room,38,3,6,286
Greenwood-Coxwell,43.66646,-79.31711,Entire home/apt,160,1,1,363
Waterfront Communities-The Island,43.64148,-79.38237,Entire home/apt,101,1,53,58
Waterfront Communities-The Island,43.64127,-79.39485,Entire home/apt,135,1,49,128
York University Heights,43.7511,-79.50313,Private room,49,5,6,10
Waterfront Communities-The Island,43.64544,-79.39531,Entire home/apt,99,2,47,55
Dovercourt-Wallace Emerson-Junction,43.66659,-79.45318,Entire home/apt,77,1,17,1
Glenfield-Jane Heights,43.744279999999996,-79.51866,Private room,32,1,32,326
York University Heights,43.75094,-79.50374000000001,Private room,49,5,5,14
Woburn,43.760529999999996,-79.23577,Entire home/apt,74,2,28,154
Moss Park,43.66233,-79.37645,Private room,38,1,40,9
Stonegate-Queensway,43.62481,-79.50811999999999,Entire home/apt,98,2,16,82
South Parkdale,43.64089,-79.42461999999999,Entire home/apt,99,2,9,0
Trinity-Bellwoods,43.65395,-79.42118,Entire home/apt,66,5,7,0
Yonge-Eglinton,43.70094,-79.39815,Entire home/apt,140,1,0,0
Bay Street Corridor,43.66115,-79.38712,Entire home/apt,135,1,57,300
L'Amoreaux,43.79136,-79.32862,Private room,50,1,11,253
L'Amoreaux,43.78994,-79.32848,Private room,52,2,3,327
Willowdale East,43.775240000000004,-79.4138,Private room,45,1,4,0
Waterfront Communities-The Island,43.641490000000005,-79.38265,Entire home/apt,79,3,11,71
Bay Street Corridor,43.65161,-79.38285,Entire home/apt,299,2,54,15
Lawrence Park South,43.70427,-79.41555,Private room,50,1,21,13
Waterfront Communities-The Island,43.641420000000004,-79.38155,Entire home/apt,230,1,37,281
Willowdale West,43.7702,-79.43762,Entire home/apt,77,2,25,150
Niagara,43.635659999999994,-79.40418000000001,Entire home/apt,219,1,17,148
West Humber-Clairville,43.756029999999996,-79.60773,Private room,60,1,3,133
Little Portugal,43.64297,-79.42471,Private room,60,1,43,254
Corso Italia-Davenport,43.677009999999996,-79.4544,Entire home/apt,90,3,1,196
South Parkdale,43.637570000000004,-79.44188,Entire home/apt,95,7,7,129
Lansing-Westgate,43.75965,-79.42598000000001,Private room,45,3,6,285
Etobicoke West Mall,43.63964,-79.5623,Entire home/apt,91,2,6,2
University,43.66644,-79.40475,Entire home/apt,99,1,28,0
Greenwood-Coxwell,43.66938,-79.32699000000001,Entire home/apt,45,1,6,89
Black Creek,43.765840000000004,-79.51176,Private room,45,7,1,82
Rexdale-Kipling,43.71759,-79.56503000000001,Private room,85,1,0,0
Palmerston-Little Italy,43.65951,-79.42506,Entire home/apt,65,1,1,303
Church-Yonge Corridor,43.66703,-79.3828,Private room,74,1,12,145
Mimico (includes Humber Bay Shores),43.61209,-79.48853000000001,Entire home/apt,89,3,9,103
Little Portugal,43.64823,-79.43229000000001,Entire home/apt,121,7,7,267
Little Portugal,43.649770000000004,-79.4333,Entire home/apt,79,7,4,103
Waterfront Communities-The Island,43.64497,-79.39147,Entire home/apt,150,1,35,34
Wychwood,43.67454,-79.41635,Private room,79,1,5,151
Niagara,43.643440000000005,-79.40768,Entire home/apt,215,4,5,110
Glenfield-Jane Heights,43.74443,-79.51909,Private room,34,1,64,10
Waterfront Communities-The Island,43.6429,-79.38065,Entire home/apt,95,1,60,132
Waterfront Communities-The Island,43.64178,-79.38058000000001,Entire home/apt,110,1,32,86
Waterfront Communities-The Island,43.65007,-79.38954,Entire home/apt,150,2,16,123
Church-Yonge Corridor,43.65455,-79.37676,Private room,60,1,26,0
Junction Area,43.67103,-79.47458,Private room,34,5,12,0
Mount Pleasant East,43.707359999999994,-79.38776,Entire home/apt,85,2,21,77
Rockcliffe-Smythe,43.67651,-79.48187,Private room,45,2,2,0
Bayview Village,43.770179999999996,-79.38750999999999,Private room,49,2,3,0
Bayview Village,43.77199,-79.38844,Private room,60,2,1,225
Little Portugal,43.64893,-79.42489,Entire home/apt,119,1,34,288
Lansing-Westgate,43.75833,-79.42546999999999,Private room,45,3,3,348
Bay Street Corridor,43.66698,-79.38879,Private room,170,1,3,0
Niagara,43.64032,-79.41320999999999,Entire home/apt,85,2,2,25
Wychwood,43.67621,-79.42138,Entire home/apt,101,2,8,158
Waterfront Communities-The Island,43.64168,-79.38161,Entire home/apt,199,1,14,70
Oakridge,43.69842,-79.27476999999999,Entire home/apt,70,1,31,125
Annex,43.66968,-79.39418,Entire home/apt,175,2,0,17
Danforth East York,43.68645,-79.31333000000001,Entire home/apt,209,2,5,194
Glenfield-Jane Heights,43.74288,-79.51918,Private room,34,1,36,0
Waterfront Communities-The Island,43.64288,-79.38082,Entire home/apt,113,1,49,41
Church-Yonge Corridor,43.65485,-79.37546999999999,Entire home/apt,101,2,25,36
Niagara,43.63917,-79.41658000000001,Entire home/apt,299,2,2,0
West Humber-Clairville,43.724470000000004,-79.60256,Entire home/apt,135,3,14,85
Junction Area,43.672940000000004,-79.47374,Private room,36,1,18,0
Humbermede,43.74612,-79.56113,Private room,34,1,3,149
Willowdale West,43.77856,-79.41542,Entire home/apt,208,3,13,90
Blake-Jones,43.67508,-79.33986999999999,Entire home/apt,70,1,53,106
Waterfront Communities-The Island,43.643370000000004,-79.38871,Entire home/apt,105,1,36,70
Niagara,43.63562,-79.4057,Entire home/apt,119,2,22,18
Greenwood-Coxwell,43.66819,-79.32489,Entire home/apt,70,2,18,62
Dovercourt-Wallace Emerson-Junction,43.66022,-79.43966,Entire home/apt,166,1,1,149
University,43.66203,-79.40941,Entire home/apt,81,2,26,91
Kensington-Chinatown,43.65615,-79.40608,Private room,75,1,36,79
Niagara,43.64517,-79.40731,Entire home/apt,90,2,0,0
Weston,43.70848,-79.50928,Entire home/apt,78,2,36,67
Waterfront Communities-The Island,43.641490000000005,-79.383,Entire home/apt,175,1,57,78
Church-Yonge Corridor,43.66008,-79.37808000000001,Entire home/apt,250,1,67,178
Niagara,43.63771,-79.41525,Private room,101,1,42,137
Don Valley Village,43.7898,-79.36248,Private room,50,1,7,4
Trinity-Bellwoods,43.65354,-79.4101,Entire home/apt,85,4,10,42
Moss Park,43.658809999999995,-79.36994,Private room,60,1,22,342
Annex,43.67092,-79.38875999999999,Entire home/apt,250,7,0,0
Dufferin Grove,43.66063,-79.42924000000001,Private room,75,1,2,70
Wexford/Maryvale,43.76573,-79.31275,Private room,30,1,0,295
Wexford/Maryvale,43.76542,-79.31231,Private room,30,1,1,256
Danforth East York,43.68741,-79.34707,Private room,79,2,12,284
Birchcliffe-Cliffside,43.70378,-79.25128000000001,Entire home/apt,30,1,29,70
Roncesvalles,43.6451,-79.44045,Entire home/apt,299,1,6,152
Eringate-Centennial-West Deane,43.66832,-79.56429,Entire home/apt,79,3,27,0
Annex,43.67057,-79.39386999999999,Entire home/apt,249,1,0,365
Waterfront Communities-The Island,43.64467,-79.3911,Entire home/apt,99,7,3,65
West Humber-Clairville,43.73471,-79.59218,Private room,99,5,0,363
West Humber-Clairville,43.73871,-79.59806,Private room,45,1,35,38
North Riverdale,43.66876,-79.34964000000001,Entire home/apt,79,10,2,0
Weston-Pellam Park,43.669509999999995,-79.4538,Entire home/apt,56,2,14,50
Rexdale-Kipling,43.71711,-79.56351,Shared room,40,1,5,17
Willowridge-Martingrove-Richview,43.67752,-79.56575,Entire home/apt,150,1,18,72
Niagara,43.64266,-79.41545,Entire home/apt,160,30,0,36
Islington-City Centre West,43.63831,-79.53605999999999,Private room,70,2,12,100
Bayview Woods-Steeles,43.79442,-79.38736999999999,Entire home/apt,75,1,5,349
Clairlea-Birchmount,43.70375,-79.28577,Private room,60,2,2,83
High Park North,43.657759999999996,-79.46882,Private room,40,1,5,0
Waterfront Communities-The Island,43.6483,-79.38776999999999,Private room,250,3,0,179
Waterfront Communities-The Island,43.6428,-79.38305,Entire home/apt,250,1,8,80
Waterfront Communities-The Island,43.64012,-79.39668,Entire home/apt,124,1,3,129
Willowdale West,43.76806,-79.41311,Private room,124,5,0,0
West Humber-Clairville,43.75538,-79.60569,Entire home/apt,60,1,48,131
Newtonbrook West,43.79128,-79.43899,Private room,50,1,0,0
Niagara,43.63649,-79.40722,Entire home/apt,150,2,0,0
New Toronto,43.59793,-79.5115,Entire home/apt,49,1,32,268
West Humber-Clairville,43.75408,-79.60645,Private room,60,1,1,133
The Beaches,43.67507,-79.30381,Entire home/apt,50,12,1,0
Willowridge-Martingrove-Richview,43.68387,-79.56721,Private room,73,1,4,335
North St.James Town,43.66988,-79.37047,Entire home/apt,75,2,1,0
Dovercourt-Wallace Emerson-Junction,43.66431,-79.42995,Entire home/apt,79,1,50,12
Moss Park,43.655559999999994,-79.36894000000001,Private room,60,1,5,1
Rosedale-Moore Park,43.67785,-79.38318000000001,Entire home/apt,170,90,0,187
Bayview Village,43.76805,-79.38221,Private room,79,14,0,349
Trinity-Bellwoods,43.647529999999996,-79.40568,Shared room,34,1,14,354
Waterfront Communities-The Island,43.64306,-79.38044000000001,Entire home/apt,150,1,39,37
Wexford/Maryvale,43.738659999999996,-79.30393000000001,Private room,60,3,2,90
Dovercourt-Wallace Emerson-Junction,43.66854,-79.43341,Entire home/apt,105,2,36,148
Trinity-Bellwoods,43.65501,-79.41072,Entire home/apt,78,2,8,2
Roncesvalles,43.64546,-79.44418,Entire home/apt,225,2,11,142
South Riverdale,43.66383,-79.34846,Entire home/apt,79,2,29,104
High Park-Swansea,43.65225,-79.45857,Private room,46,1,32,131
Church-Yonge Corridor,43.65542,-79.37838,Entire home/apt,110,1,43,86
Long Branch,43.58699,-79.53941999999999,Entire home/apt,121,1,23,195
Mount Pleasant West,43.71099,-79.39482,Entire home/apt,209,2,18,335
Waterfront Communities-The Island,43.64107,-79.38294,Entire home/apt,250,1,3,66
Moss Park,43.65553,-79.36573,Entire home/apt,91,1,27,11
Rexdale-Kipling,43.71771,-79.56579,Private room,60,1,1,30
Malvern,43.805409999999995,-79.22762,Shared room,15,28,7,246
Malvern,43.80389,-79.22873,Shared room,16,28,5,362
Centennial Scarborough,43.77398,-79.13728,Private room,40,1,0,0
Waterfront Communities-The Island,43.64686,-79.37638000000001,Entire home/apt,101,179,0,255
Yonge-St.Clair,43.68635,-79.3985,Private room,42,3,2,132
North St.James Town,43.67003,-79.3723,Entire home/apt,89,1,65,42
Stonegate-Queensway,43.636379999999996,-79.50007,Private room,40,3,5,73
Palmerston-Little Italy,43.66172,-79.41368,Entire home/apt,121,3,3,132
Parkwoods-Donalda,43.7487,-79.32321,Entire home/apt,101,1,52,87
Moss Park,43.65456,-79.36792,Entire home/apt,180,1,26,149
Dorset Park,43.76295,-79.28274,Private room,56,1,3,364
Pleasant View,43.78848,-79.34088,Private room,52,1,0,0
Annex,43.66863,-79.41325,Entire home/apt,285,2,12,347
Willowdale East,43.76032,-79.40928000000001,Entire home/apt,95,2,33,166
Newtonbrook West,43.77915,-79.43127,Entire home/apt,98,2,12,357
Weston,43.706309999999995,-79.52719,Private room,60,1,0,348
Pelmo Park-Humberlea,43.7084,-79.51961999999999,Private room,60,3,0,349
Lawrence Park South,43.72507,-79.39878,Private room,60,1,2,256
High Park North,43.660579999999996,-79.46676,Entire home/apt,75,2,43,337
Lawrence Park South,43.724709999999995,-79.39837,Private room,109,1,1,365
South Riverdale,43.6664,-79.34076999999999,Private room,34,2,14,159
Alderwood,43.6034,-79.53522,Private room,34,7,2,257
Mimico (includes Humber Bay Shores),43.62406,-79.47882,Private room,50,1,0,0
Willowdale East,43.778220000000005,-79.4125,Entire home/apt,156,4,14,152
Newtonbrook West,43.7795,-79.43205999999999,Private room,68,2,7,343
West Humber-Clairville,43.73415,-79.59085,Private room,50,6,1,363
L'Amoreaux,43.80339,-79.32245,Entire home/apt,150,1,13,358
Bay Street Corridor,43.66002,-79.38439,Entire home/apt,101,3,4,0
Willowdale West,43.76975,-79.43728,Entire home/apt,77,3,6,157
Victoria Village,43.73191,-79.31415,Entire home/apt,66,2,25,0
South Riverdale,43.66836,-79.33464000000001,Entire home/apt,101,2,71,301
Little Portugal,43.64651,-79.42568,Entire home/apt,101,3,5,317
South Riverdale,43.6696,-79.33534,Private room,85,1,0,256
Woburn,43.77301,-79.24946,Entire home/apt,180,2,20,179
Thorncliffe Park,43.70345,-79.3413,Private room,25,7,7,303
Newtonbrook West,43.78074,-79.43208,Private room,65,2,0,256
Waterfront Communities-The Island,43.64008,-79.39281,Entire home/apt,60,2,6,58
Newtonbrook West,43.77918,-79.43211,Private room,60,2,0,308
Church-Yonge Corridor,43.66851,-79.38471,Entire home/apt,85,3,5,19
Islington-City Centre West,43.63347,-79.54003,Private room,56,1,7,0
Waterfront Communities-The Island,43.64495,-79.37692,Entire home/apt,111,1,52,313
Thorncliffe Park,43.71549,-79.35351999999999,Private room,34,3,8,41
Waterfront Communities-The Island,43.64435,-79.39721999999999,Entire home/apt,200,2,3,5
South Riverdale,43.668079999999996,-79.33463,Private room,70,1,4,256
Waterfront Communities-The Island,43.639340000000004,-79.39695,Entire home/apt,82,1,48,41
Yonge-Eglinton,43.70355,-79.39958,Private room,56,28,0,364
Humewood-Cedarvale,43.69339,-79.42452,Entire home/apt,95,1,29,51
Bayview Village,43.76448,-79.38651999999999,Private room,23,20,0,0
Wychwood,43.68073,-79.42411,Entire home/apt,99,1,2,70
Kensington-Chinatown,43.65594,-79.40678,Private room,75,1,17,88
Church-Yonge Corridor,43.64867,-79.3734,Entire home/apt,110,1,7,89
Dovercourt-Wallace Emerson-Junction,43.671409999999995,-79.42702,Entire home/apt,75,2,32,36
Oakwood Village,43.67972,-79.44121,Entire home/apt,180,2,0,348
Little Portugal,43.64387,-79.42669000000001,Entire home/apt,79,2,70,158
Parkwoods-Donalda,43.75713,-79.32132,Entire home/apt,79,2,5,139
Waterfront Communities-The Island,43.6449,-79.38834,Entire home/apt,264,1,35,57
Mount Pleasant West,43.69849,-79.39135999999999,Private room,65,2,28,1
North St.James Town,43.67049,-79.37402,Private room,50,2,11,220
Dovercourt-Wallace Emerson-Junction,43.660109999999996,-79.44403,Private room,45,1,25,63
Dovercourt-Wallace Emerson-Junction,43.6587,-79.44357,Private room,42,1,23,66
Waterfront Communities-The Island,43.64338,-79.38116,Entire home/apt,135,3,3,0
Bay Street Corridor,43.64962,-79.38656,Entire home/apt,135,3,10,13
Waterfront Communities-The Island,43.64813,-79.39714000000001,Private room,101,2,14,80
Bay Street Corridor,43.64904,-79.38672,Entire home/apt,135,3,12,0
Trinity-Bellwoods,43.651740000000004,-79.41721,Entire home/apt,150,10,13,357
Niagara,43.64647,-79.40442,Shared room,36,1,16,363
Niagara,43.645990000000005,-79.40489000000001,Shared room,34,1,19,358
Lansing-Westgate,43.76748,-79.41781,Entire home/apt,150,3,16,127
